date,open,high,low,close,Volume,ema12,ema26,macd,signal,OBV,OBV_EMA,OBV_pc,ema12gtema26,ema12gtema26co,ema12ltema26,ema12ltema26co,macdgtsignal,macdgtsignalco,macdltsignal,macdltsignalco
2021-01-27 11:00:00,0.12959000,0.13151000,0.12560000,0.12589,940654.6,0.12589,0.12589,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
2021-01-27 12:00:00,0.12570000,0.12896000,0.12472000,0.12776,1351789.1,0.12690291666666667,0.12686096153846155,4.195512820512337e-05,8.391025641024675e-06,1351789.1,692379.7829268293,inf,True,True,False,False,True,True,False,False
2021-01-27 13:00:00,0.12777000,0.12895000,0.12405000,0.12457,758516.4,0.12599237875288682,0.12603784130113357,-4.546254824674967e-05,-2.379689136530194e-06,593272.7000000001,657719.811816019,-56.11,False,False,True,True,False,False,True,True
2021-01-27 14:00:00,0.12426000,0.12545000,0.11785000,0.12021,2850952.1,0.12416710775862067,0.12440863154755141,-0.00024152378893074755,-5.020850909537367e-05,-2257679.4,-125305.97341724427,-480.55,False,False,True,False,False,False,True,False
2021-01-27 15:00:00,0.12015000,0.12618000,0.11949000,0.12582,1281862.7,0.12461619267320515,0.12473593371300304,-0.00011974103979789374,-6.41150152358777e-05,-975816.7,-312397.91949189064,-56.78,False,False,True,False,False,False,True,False
2021-01-27 16:00:00,0.12570000,0.12875000,0.12500000,0.12567,2142053.6,0.12487232329421376,0.12492301974044308,-5.0696446229320236e-05,-6.14313014345662e-05,-3117870.3,-838804.648311672,219.51,False,False,True,False,True,True,False,False
2021-01-27 17:00:00,0.12590000,0.12709000,0.12367000,0.1248,602253.7,0.12485618460414985,0.1249011413173227,-4.495671317285288e-05,-5.8136383782223544e-05,-3720124.0,-1313041.8742585436,19.32,False,False,True,False,True,False,False,False
2021-01-27 18:00:00,0.12482000,0.12525000,0.12068000,0.12204,1000204.5,0.12426849028341598,0.12444014055681042,-0.0001716502733944414,-8.083916170466712e-05,-4720328.5,-1815119.5564338393,26.89,False,False,True,False,False,False,True,True
2021-01-27 19:00:00,0.12207000,0.12630000,0.12174000,0.12492,665437.3,0.12439738209452476,0.12451126626061526,-0.00011388416609049712,-8.744816258183312e-05,-4054891.2,-2115227.7961108154,-14.1,False,False,True,False,False,False,True,False
2021-01-27 20:00:00,0.12473000,0.12800000,0.12399000,0.12725,820237.1,0.12493795207895834,0.12488918486140964,4.876721754870639e-05,-6.020508655572523e-05,-3234654.1,-2253295.251053978,-20.23,True,True,False,False,True,True,False,False
2021-01-27 21:00:00,0.12737000,0.12763000,0.12431000,0.1255,413217.1,0.12504079329657639,0.12496840777839134,7.238551818504468e-05,-3.3686965607571246e-05,-3647871.2,-2413191.872571272,12.77,True,False,False,False,True,False,False,False
2021-01-27 22:00:00,0.12574000,0.12735000,0.12413000,0.12519,243124.1,0.12506732175862045,0.1249956338743142,7.168788430625406e-05,-1.2611995624806186e-05,-3890995.3000000003,-2571985.9465044267,6.66,True,False,False,False,True,False,False,False
2021-01-27 23:00:00,0.12545000,0.12588000,0.12305000,0.12452,1015186.2,0.12497228590885327,0.12493991345173007,3.2372457123203136e-05,-3.6151050752043224e-06,-4906181.5,-2808641.730979169,26.09,True,False,False,False,True,False,False,False
2021-01-28 00:00:00,0.12401000,0.12501000,0.12021000,0.12473,466177.7,0.12493103235433048,0.1249163376729698,1.4694681360685746e-05,4.685221197369137e-08,-4440003.8,-2965600.4660596387,-9.5,True,False,False,False,True,False,False,False
2021-01-28 01:00:00,0.12523000,0.12842000,0.12385000,0.12808,878653.5,0.12545853834342494,0.1252585684414866,0.00019996990193832387,4.003146215724373e-05,-3561350.3,-3020263.2297212025,-19.79,True,False,False,False,True,False,False,False
2021-01-28 02:00:00,0.12850000,0.13175000,0.12792000,0.13104,771819.9,0.1263809188895148,0.12586335367583368,0.000517565213681126,0.0001355382124620202,-2789530.4,-2999987.327849015,-21.67,True,False,False,False,True,False,False,False
2021-01-28 03:00:00,0.13134000,0.13156000,0.12863000,0.13003,737515.0,0.12697715423717626,0.12628630466451382,0.0006908495726624386,0.0002466004845021039,-3527045.4,-3044510.7551274328,26.44,True,False,False,False,True,False,False,False
2021-01-28 04:00:00,0.12995000,0.13056000,0.12826000,0.13051,463334.6,0.1275489386095723,0.12670359831706923,0.0008453402925030773,0.0003663484461022986,-3063710.8,-3046075.032562878,-13.14,True,False,False,False,True,False,False,False
2021-01-28 05:00:00,0.13051000,0.13170000,0.12915000,0.1317,411968.4,0.1282154466452995,0.1271853237366956,0.001030122908603881,0.0004991033386026151,-2651742.4,-3014999.739443563,-13.45,True,False,False,False,True,False,False,False
2021-01-28 06:00:00,0.13175000,0.14427000,0.13121000,0.13654,2503931.7,0.12954314591868032,0.12806754081099472,0.0014756051076856014,0.0006944036924192124,-147810.69999999972,-2795884.81897714,-94.43,True,False,False,False,True,False,False,False
2021-01-28 07:00:00,0.13660000,0.13816000,0.13412000,0.13594,1111960.9,0.13055766489940124,0.12879524943729653,0.001762415462104705,0.000908006046356311,-1259771.5999999996,-2681779.2464231965,752.29,True,False,False,False,True,False,False,False
2021-01-28 08:00:00,0.13586000,0.13787000,0.13471000,0.13604,949118.5,0.13142303348334475,0.12945285858767744,0.0019701748956673093,0.0011204398162185107,-310653.0999999996,-2510221.4757611845,-75.34,True,False,False,False,True,False,False,False
2021-01-28 09:00:00,0.13630000,0.13832000,0.13406000,0.13741,651210.4,0.13236429092083482,0.1301632704721367,0.002201020448698132,0.001336555942714435,340557.3000000004,-2308937.972492212,-209.63,True,False,False,False,True,False,False,False
2021-01-28 10:00:00,0.13784000,0.13800000,0.13431000,0.13723,883676.4,0.1331266962537448,0.13078473673672936,0.002341959517015435,0.0015376366575746351,-543119.0999999996,-2187061.3208202072,-259.48,True,False,False,False,True,False,False,False
2021-01-28 11:00:00,0.13736000,0.13853000,0.13511000,0.13662,646151.9,0.13367250822372306,0.13129088519779417,0.0023816230259288973,0.0017064339312454877,-1189270.9999999995,-2119636.8683139402,118.97,True,False,False,False,True,False,False,False
2021-01-28 12:00:00,0.13704000,0.13849000,0.13562000,0.13636,647141.2,0.1340914109646447,0.13172507894338054,0.002366332021264156,0.0018384135492492215,-1836412.1999999995,-2100872.742934079,54.41,True,False,False,False,True,False,False,False
2021-01-28 13:00:00,0.13692000,0.14600000,0.13567000,0.144,1913843.9,0.1356327538752411,0.13276444761164533,0.0028683062635957712,0.0020443920921185315,77431.70000000042,-1959196.1126827928,-104.22,True,False,False,False,True,False,False,False
2021-01-28 14:00:00,0.14356000,0.14717000,0.14176000,0.14514,3588666.2,0.13710914063244647,0.13380134593907325,0.0033077946933732227,0.00229707261236947,3666097.9000000004,-1599592.333177235,4634.62,True,False,False,False,True,False,False,False
2021-01-28 15:00:00,0.14548000,0.14600000,0.14231000,0.14422,1556518.1,0.13821179802783878,0.13466588715572378,0.0035459108721150046,0.002546840264318577,2109579.8000000003,-1366283.5872359918,-42.46,True,False,False,False,True,False,False,False
2021-01-28 16:00:00,0.14422000,0.14500000,0.14059000,0.14359,1195226.7,0.13904476132495286,0.13539987422907143,0.0036448870958814272,0.002766449630631147,914353.1000000003,-1224989.5973298687,-56.66,True,False,False,False,True,False,False,False
2021-01-28 17:00:00,0.14329000,0.14550000,0.14306000,0.1437,1025428.6,0.13976501082710738,0.13607700528438432,0.003688005542723055,0.002950760813049529,1939781.7000000002,-1031691.0318228805,112.15,True,False,False,False,True,False,False,False
2021-01-28 18:00:00,0.14381000,0.14472000,0.14180000,0.14239,1318994.2,0.14017079026050194,0.13658818724899302,0.0035826030115089225,0.0030771292527414077,620787.5000000002,-932100.9996433231,-68.0,True,False,False,False,True,False,False,False
2021-01-28 19:00:00,0.14283000,0.14525000,0.14237000,0.14428,797841.3,0.14080553748760014,0.13720674881709574,0.0035987886705043937,0.003181461136294005,1418628.8000000003,-792198.8967796878,128.52,True,False,False,False,True,False,False,False
2021-01-28 20:00:00,0.14425000,0.14506000,0.14232000,0.14401,758291.5,0.14130022062216424,0.13775040487212373,0.0035498157500405136,0.003255132059043307,660337.3000000003,-706768.4016808514,-53.45,True,False,False,False,True,False,False,False
2021-01-28 21:00:00,0.14463000,0.14579000,0.14250000,0.1429,879409.0,0.14154705359259487,0.13815952716206592,0.0033875264305289476,0.0032816109333404352,-219071.69999999972,-678402.239602276,-133.18,True,False,False,False,True,False,False,False
2021-01-28 22:00:00,0.14291000,0.14361000,0.14059000,0.14126,838615.1,0.14150278328616553,0.1384045353508045,0.003098247935361037,0.003244938333744556,-1057686.7999999998,-700232.5791278138,382.8,True,False,False,False,False,False,True,True
2021-01-28 23:00:00,0.14107000,0.14121000,0.13548000,0.13738,1208390.8,0.14086719431009984,0.13832397233917962,0.0025432219709202175,0.0031045950611796884,-2266077.5999999996,-789470.526023818,114.25,True,False,False,False,False,False,True,False
2021-01-29 00:00:00,0.13712000,0.13906000,0.13627000,0.13763,752847.5,0.14036829126232378,0.13826965041025047,0.0020986408520733135,0.0029034042193584134,-1513230.0999999996,-830334.838146372,-33.22,True,False,False,False,False,False,True,False
2021-01-29 01:00:00,0.13765000,0.14350000,0.13765000,0.14037,1321441.3,0.140368554534922,0.13843337096823422,0.001935183566687787,0.002709760088824288,-191788.79999999958,-794597.7734192192,-87.33,True,False,False,False,False,False,True,False
2021-01-29 02:00:00,0.14091000,0.14212000,0.13923000,0.13926,506841.2,0.14019779370912205,0.13849755730536842,0.0017002364037536355,0.002507855351810158,-698629.9999999995,-789271.2730705803,264.27,True,False,False,False,False,False,True,False
2021-01-29 03:00:00,0.13925000,0.13981000,0.13582000,0.1371,901493.0,0.13972070421069163,0.1383894258457046,0.001331278364987032,0.002272539954445533,-1600122.9999999995,-833923.945078556,129.04,True,False,False,False,False,False,True,False
2021-01-29 04:00:00,0.13721000,0.14357000,0.13213000,0.14114,3376422.8,0.13993925348365044,0.13860154309705924,0.0013377103865911955,0.002085574040874666,1776299.8000000003,-691244.8565563388,-211.01,True,False,False,False,False,False,True,False
2021-01-29 05:00:00,0.14127000,0.14263000,0.13890000,0.13904,1832957.9,0.13980080168969944,0.13863525318091055,0.0011655485087888884,0.0019015689344575105,-56658.09999999963,-656799.8906679027,-103.19,True,False,False,False,False,False,True,False
2021-01-29 06:00:00,0.13904000,0.14152000,0.13800000,0.13988,1397094.9,0.13981299387676213,0.13873068551716586,0.0010823083595962735,0.0017377168194852631,1340436.8000000003,-549108.4116511727,-2465.83,True,False,False,False,False,False,True,False
